KX884249.1,"Hubei partiti-like virus 43 strain ZCM99354 RdRp gene, complete cds",1442,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884105.1,"Hubei partiti-like virus 48 strain QCM147194 RdRp gene, complete cds",1404,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884159.1,"Hubei partiti-like virus 49 strain spider118314 RdRp gene, complete cds",1382,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884169.1,"Hubei partiti-like virus 50 strain spider58532 RdRp gene, complete cds",1347,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884116.1,"Hubei partiti-like virus 57 strain QTM22037 RdRp gene, complete cds",1618,Viruses; unclassified RNA viruses,,,,,,,,,,
KX884110.1,"Hubei partiti-like virus 58 strain QCM38725 RdRp gene, complete cds",1548,Viruses; unclassified RNA viruses,,,,,,,,,,
NC_007027.1,"Human picobirnavirus RNA segment 2, complete sequence",1745,Viruses; dsRNA viruses; Picobirnaviridae; Picobirnavirus,,,,,,,,,,
MF141076.1,"Norway partiti-like virus 1 isolate NOR/S5/Kilen/2014 RNA-dependent RNA-polymerase gene, complete cds",1726,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,,,,,,,,,,
NC_034161.1,"Otarine picobirnavirus isolate HKG-PF080915 segment 2, complete sequence",1688,Viruses; dsRNA viruses; Picobirnaviridae; Picobirnavirus; unclassified Picobirnavirus,,,,,,,,,,
NC_037095.1,"Pepper cryptic virus 1 isolate Jal-01 segment RNA1, complete sequence",1563,Viruses; dsRNA viruses; Partitiviridae; Deltapartitivirus,,,,,,,,,,
NC_034159.1,"Pepper cryptic virus 2 isolate HW-01 segment RNA1, complete sequence",1609,Viruses; dsRNA viruses; Partitiviridae; Deltapartitivirus,,,,,,,,,,
NC_035206.1,"Picobirnavirus dog/KNA/2015 strain PBV/Dog/KNA/RVC7/2015 RNA-dependent RNA polymerase gene, complete cds",1689,Viruses; dsRNA viruses; Picobirnaviridae; Picobirnavirus; unclassified Picobirnavirus,,,,,,,,,,
NC_034452.1,"Picobirnavirus green monkey/KNA/2015 strain PBV/Simian/KNA/08984/2015 RNA-dependent RNA polymerase gene, complete cds",1707,Viruses; dsRNA viruses; Picobirnaviridae; Picobirnavirus; unclassified Picobirnavirus,,,,,,,,,,
NC_027822.1,"Verticillium dahliae partitivirus 1 isolate Vd-253 segment RNA1, complete sequence",1767,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,,,,,,,,,,
NC_007241.1,"Vicia cryptic virus RNA1, complete sequence",2012,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,,,,,,,,,,
NC_006275.1,"White clover cryptic virus 1 RNA1, complete genome",1955,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,,,,,,,,,,
